Date,headline,content,source,author,url,timestamp,source_type,article_id,,
19-06-2025,Twin Lakes Capital Management LLC Has $20.61 Million Position in Apple Inc. (NASDAQ:AAPL),"Twin Lakes Capital Management LLC trimmed its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.4% during the 4th quarter, according to the company in its most recent filing with the â€¦ [+6219 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/19/twin-lakes-capital-management-llc-has-20-61-million-position-in-apple-inc-nasdaqaapl/,2025-06-19T07:02:50Z,newsapi,ART_20250619_261,,
19-06-2025,"Apple's foldable phone to launch in late 2026, Samsung panels already ordered","Ming-Chi Kuo, one of the most renowned Apple-related analysts, shared an interesting report regarding Apple's future foldable phone. We've heard many rumors about the device in the past, but accordinâ€¦ [+1043 chars]",GSMArena.com,Ro,https://www.gsmarena.com/apples_foldable_phone_to_launch_in_late_2026_samsung_panels_already_ordered-news-68325.php,2025-06-19T13:54:17Z,newsapi,ART_20250619_209,,
19-06-2025,Formidable Asset Management LLC Has $54.15 Million Stake in Apple Inc. (NASDAQ:AAPL),"Formidable Asset Management LLC lowered its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.5% in the fourth quarter, according to its most recent disclosure with the Securities &amp; â€¦ [+6143 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/19/formidable-asset-management-llc-has-54-15-million-stake-in-apple-inc-nasdaqaapl/,2025-06-19T07:02:59Z,newsapi,ART_20250619_255,,
19-06-2025,"Deals: M4 Mac mini $469 all-time low, M4 Max Mac Studio $200 off, M4 MacBook Air $829, more","Alongside hundreds in savings on iPhone 15 and iPhone 16 units, todays best deals are all about the Mac. Joining some relatively rare deals on the latest M4 Max Mac Studio models at $200 off, the mosâ€¦ [+9435 chars]",9to5Mac,Justin Kahn,https://9to5mac.com/2025/06/19/deals-m4-mac-mini-max-mac-studio/,2025-06-19T15:46:39Z,newsapi,ART_20250619_186,,
19-06-2025,Latest App Store crypto lawsuit tries to blame Apple for bad user decisions,"An App Store user is suing Apple because she was duped by a fake cryptocurrency app, neglecting her own role in her choosing to send money to fairly obvious criminals.
No question, Apple's app revieâ€¦ [+5873 chars]",AppleInsider,news@appleinsider.com (William Gallagher),https://appleinsider.com/articles/25/06/19/latest-app-store-crypto-lawsuit-tries-to-blame-apple-for-bad-user-decisions,2025-06-19T15:05:47Z,newsapi,ART_20250619_195,,
19-06-2025,Spotify Preparing to Launch Long-Awaited Lossless Audio Tier on iPhone,"Spotify appears to be gearing up to launch its long-awaited lossless music tier.
Chris Messina (via TechCrunch) and Spicetify (via The Verge) spotted new lossless references within the code for Spotâ€¦ [+1380 chars]",MacRumors,Joe Rossignol,https://www.macrumors.com/2025/06/19/spotify-preparing-lossless-tier-on-ios/,2025-06-19T20:46:32Z,newsapi,ART_20250619_158,,
19-06-2025,Adobe just released an iPhone camera app with full manual controls,"For photography enthusiasts, the prosumer camera app market has had no shortage of great options, with longtime favorites like Halide from Lux leading the pack. Now, Adobe has decided to enter the piâ€¦ [+4109 chars]",9to5Mac,Marcus Mendes,https://9to5mac.com/2025/06/19/project-indigo-adobe-camera-iphone-app/,2025-06-19T20:46:13Z,newsapi,ART_20250619_159,,
19-06-2025,Adobe launches a new â€˜computational photographyâ€™ camera app for iPhones,"Marc Levoy, a former distinguished engineer at Google who helped put the Pixel camera on the map, helped build the app at Adobe.
Adobe has a new computational photography camera app for iPhones and â€¦ [+2370 chars]",The Verge,Jay Peters,https://www.theverge.com/news/690115/adobe-project-indigo-camera-app-marc-levoy,2025-06-19T19:45:05Z,newsapi,ART_20250619_163,,
19-06-2025,Apple Arcade Game Fruit Ninja Launches Limited-Time Bluey Events,"Now through August 13, the hit Apple Arcade game Fruit Ninja Classic+ has been updated with Bluey-themed wands, powers, dojos, and many other easter eggs for fans of the Australian kids show, which râ€¦ [+1376 chars]",MacRumors,Joe Rossignol,https://www.macrumors.com/2025/06/19/apple-arcade-fruit-ninja-bluey-events/,2025-06-19T16:53:02Z,newsapi,ART_20250619_175,,
19-06-2025,"In-Depth Analysis: Apple Versus Competitors In Technology Hardware, Storage & Peripherals Industry","In today's rapidly changing and fiercely competitive business landscape, it is vital for investors and industry enthusiasts to carefully evaluate companies. In this article, we will perform a comprehâ€¦ [+142 chars]",Biztoc.com,benzinga.com,https://biztoc.com/x/ff8a2f278adab97c,2025-06-19T15:09:05Z,newsapi,ART_20250619_194,,
19-06-2025,The foldable iPhone just got closer â€“ and a new leak reveals the one thing Iâ€™ve been fearing about the Z Fold 7 rival,"<ul><li>Appleâ€™s foldable iPhone is on track to go on sale in September 2026, based on a new rumor</li><li>A well-known Apple analyst claims it will enter production next year</li><li>They also say itâ€¦ [+2267 chars]",TechRadar,"alexblake.techradar@gmail.com (Alex Blake) , Alex Blake",https://www.techradar.com/phones/the-foldable-iphone-just-got-closer-and-a-new-leak-reveals-the-one-thing-ive-been-fearing-about-the-z-fold-7-rival,2025-06-19T11:31:31Z,newsapi,ART_20250619_230,,
19-06-2025,Apple foldable iPhone to enter production later this year,"The Apple foldable iPhone might finally be happening. After years of rumors and delays, reliable analyst Ming-Chi Kuo claims production will begin as early as Q3 2025 or Q4 at the latest. That puts Aâ€¦ [+1335 chars]",Phandroid - News for Android,Tyler Lee,https://phandroid.com/2025/06/19/apple-foldable-iphone-to-enter-production-later-this-year/,2025-06-19T05:45:38Z,newsapi,ART_20250619_266,,
19-06-2025,Apple Built a Custom Camera With iPhone Parts for 'F1: The Movie',"Apple developed a custom camera system using iPhone components to capture high-speed footage from Formula 1 cars for its upcoming feature film ""F1: The Movie,"" WIRED reports. The project involved theâ€¦ [+2497 chars]",MacRumors,Hartley Charlton,https://www.macrumors.com/2025/06/19/apple-built-custom-camera-for-f1-movie/,2025-06-19T12:35:48Z,newsapi,ART_20250619_219,,
19-06-2025,Apple Hardware Executive Says iPhone Maker Plans To Use AI For Speeding Up Custom Chip Design: 'High Potential In Getting More Design Work In Less Time',"Apple Inc. (NASDAQ:AAPL) is reportedly looking to harness the power of generative artificial intelligence to accelerate the development of the custom chips that power its devices, according to seniorâ€¦ [+143 chars]",Biztoc.com,benzinga.com,https://biztoc.com/x/05f003d012697997,2025-06-19T02:22:51Z,newsapi,ART_20250619_270,,
19-06-2025,Apple May Sell Folding iPhone to Jump-Start Troubled Sales,"Apple Inc. (NASDAQ: AAPL) may launch an expensive folding iPhone. Major competitor Samsung already has its folding phone product Z Fold6. It sells for as much as $1,900.
24/7 Wall St. Key Points:
Aâ€¦ [+134 chars]",Biztoc.com,247wallst.com,https://biztoc.com/x/f96496e6089ca236,2025-06-19T14:13:03Z,newsapi,ART_20250619_205,,
19-06-2025,"Apple Is Going Nuts, Mac Mini M4 Drops Price for 3rd Time and Hits New All-Time Low",Mac Mini (M4) is certainly one of the best value-for-money deals of Apple and one of the top desktop computers that you can own. Released at the end of 2024 for an initial price of 599 dollars for thâ€¦ [+2213 chars],Gizmodo.com,Gizmodo Deals,https://gizmodo.com/apple-is-going-nuts-mac-mini-m4-drops-price-for-3rd-time-and-hits-new-all-time-low-2000617877,2025-06-19T12:44:02Z,newsapi,ART_20250619_218,,
19-06-2025,Fortnite On iPhone Suddenly Stops Working For Many Users,Fortnite was removed from the iPhone and iPad around five years ago and has only just returned and not in every country. But a new update thats just been released seems to be crashing iPhones runningâ€¦ [+2050 chars],Forbes,"David Phelan, Senior Contributor, 
 David Phelan, Senior Contributor
 https://www.forbes.com/sites/davidphelan/",https://www.forbes.com/sites/davidphelan/2025/06/19/fortnite-on-iphone-suddenly-stops-working-for-many-users/,2025-06-19T10:30:27Z,newsapi,ART_20250619_235,,
19-06-2025,Lewis Hamilton and Apple CEO Tim Cook Open Up About 'F1' Movie Collaboration,"Seven-time Formula One world champion Lewis Hamilton and Apple CEO Tim Cook have opened up about their involvement in the making of theF1 movie, which is set to release next week.
Featuring Hollywooâ€¦ [+2650 chars]",Newsweek,Saajan Jogia,https://www.newsweek.com/sports/racing/lewis-hamilton-apple-ceo-tim-cook-open-about-f1-movie-collaboration-2087797,2025-06-19T09:35:31Z,newsapi,ART_20250619_241,,
20-06-2025,"Michels Family Financial LLC Buys Shares of 4,832 Apple Inc. (NASDAQ:AAPL)","Michels Family Financial LLC bought a new stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the fourth quarter, according to its most recent filing with the Securities and Exchange Commission (Sâ€¦ [+6936 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/michels-family-financial-llc-buys-shares-of-4832-apple-inc-nasdaqaapl/,2025-06-20T07:48:48Z,newsapi,ART_20250619_120,,
20-06-2025,Forum Financial Management LP Grows Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Forum Financial Management LP raised its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.5% during the fourth quarter, HoldingsChannel reports. The firm owned 315,003 shares of the â€¦ [+6956 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/forum-financial-management-lp-grows-stock-holdings-in-apple-inc-nasdaqaapl/,2025-06-20T07:12:53Z,newsapi,ART_20250619_123,,
20-06-2025,"37,426 Shares in Apple Inc. (NASDAQ:AAPL) Bought by Hall Capital Management Co. Inc.","Hall Capital Management Co. Inc. purchased a new position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the 4th quarter, HoldingsChannel.com reports. The fund purchased 37,426 shares of the iPhoneâ€¦ [+6102 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/37426-shares-in-apple-inc-nasdaqaapl-bought-by-hall-capital-management-co-inc/,2025-06-20T07:48:49Z,newsapi,ART_20250619_116,,
20-06-2025,"10,540 Shares in Apple Inc. (NASDAQ:AAPL) Bought by Vermillion Wealth Management Inc.","Vermillion Wealth Management Inc. acquired a new position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the 4th quarter, according to its most recent disclosure with the Securities and Exchaâ€¦ [+6665 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/10540-shares-in-apple-inc-nasdaqaapl-bought-by-vermillion-wealth-management-inc/,2025-06-20T07:12:52Z,newsapi,ART_20250619_124,,
20-06-2025,Should You Buy the Dip on Apple Stock This Year?,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use â€¦ [+714 chars]",Yahoo Entertainment,NA,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0a698a6e-ce5c-4585-9f23-28971c876e21,2025-06-20T08:55:00Z,newsapi,ART_20250619_106,,
20-06-2025,Mixed options sentiment in Apple with shares up 1.45%,"Earnings calls, analyst events, roadshows and more",Thefly.com,NA,https://thefly.com/permalinks/entry.php/id4148155/AAPL-Mixed-options-sentiment-in-Apple-with-shares-up-,2025-06-20T18:08:04Z,newsapi,ART_20250619_44,,
20-06-2025,"Apple executives held internal talks about buying Perplexity, Bloomberg News reports","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did S&amp;P 500 and Nasdaq ease today? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Teslas robotaâ€¦ [+724 chars]",Biztoc.com,reuters.com,https://biztoc.com/x/c43c533ef5aec4d7,2025-06-20T21:36:12Z,newsapi,ART_20250619_13,,
20-06-2025,"Urgent Upgrade Appeal After â€˜Biggest Everâ€™ 16 Billion Hack Hits Facebook, Google, Apple And Others","Passwords linked to accounts with Apple, Facebook, and Google as well as government services and other social media platforms are among a colossal"" data breach, according to researchers.
Front-run Dâ€¦ [+2930 chars]",Forbes,"Billy Bambrough, Senior Contributor, 
 Billy Bambrough, Senior Contributor
 https://www.forbes.com/sites/billybambrough/",https://www.forbes.com/sites/digital-assets/2025/06/20/urgent-upgrade-appeal-after-biggest-ever-16-billion-hack-hits-facebook-google-apple-and-others/,2025-06-20T11:15:08Z,newsapi,ART_20250619_95,,
20-06-2025,Instrumental Wealth LLC Raises Stake in Apple Inc. (NASDAQ:AAPL),"Instrumental Wealth LLC lifted its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 7.4% in the 4th quarter, Holdings Channel.com reports. The firm owned 7,525 shares of the iPhone makerâ€™s stock afâ€¦ [+6207 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/instrumental-wealth-llc-raises-stake-in-apple-inc-nasdaqaapl/,2025-06-20T07:48:49Z,newsapi,ART_20250619_118,,
20-06-2025,Sunbeam Capital Management LLC Makes New $2.10 Million Investment in Apple Inc. (NASDAQ:AAPL),"Sunbeam Capital Management LLC purchased a new position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) during the 4th quarter, HoldingsChannel reports. The firm purchased 8,388 shares of the iPhâ€¦ [+6951 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/sunbeam-capital-management-llc-makes-new-2-10-million-investment-in-apple-inc-nasdaqaapl/,2025-06-20T07:12:50Z,newsapi,ART_20250619_127,,
20-06-2025,WNY Asset Management LLC Has $14.65 Million Position in Apple Inc. (NASDAQ:AAPL),"WNY Asset Management LLC lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.0% in the fourth quarter, Holdings Channel.com reports. The fund owned 58,493 shares of the iPhâ€¦ [+6648 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/wny-asset-management-llc-has-14-65-million-position-in-apple-inc-nasdaqaapl/,2025-06-20T07:12:49Z,newsapi,ART_20250619_128,,
20-06-2025,"Apple sued by shareholdrs, accues of lying about AI progress â€” causing iPhone sales, stock to slump",AppleÂ was sued on Friday by shareholders in a proposed securities fraud class action that accused it of downplaying how long it needed to integrate advanced artificial intelligence into its Siri voicâ€¦ [+1888 chars],New York Post,Reuters,https://nypost.com/2025/06/20/business/apple-sued-by-shareholders-for-allegedly-overstating-ai-progress/,2025-06-20T22:36:39Z,newsapi,ART_20250619_6,,
20-06-2025,Apple Sued by Shareholder Over Delayed Siri Features Allegedly Lowering Stock Price,"Apple shareholder Eric Tucker today filed a proposed class action lawsuit against the company in a California court, over alleged violations of federal U.S. securities laws.
Apple's CEO Tim Cook, foâ€¦ [+1606 chars]",MacRumors,Joe Rossignol,https://www.macrumors.com/2025/06/20/apple-sued-by-shareholder-over-siri-delay/,2025-06-20T21:05:12Z,newsapi,ART_20250619_19,,
20-06-2025,Sunbeam Capital Management LLC Invests $5.14 Million in Apple Inc. (NASDAQ:AAPL),"Sunbeam Capital Management LLC bought a new stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the fourth quarter, Holdings Channel.com reports. The institutional investor bought 20,530 shaâ€¦ [+6323 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/sunbeam-capital-management-llc-invests-5-14-million-in-apple-inc-nasdaqaapl/,2025-06-20T07:12:50Z,newsapi,ART_20250619_126,,
20-06-2025,Report: Apple has held internal discussions about acquiring Perplexity,"Apple Inc. executives have held discussions about buying Perplexity AI Inc., Bloomberg reported today.
The publication cited sources as saying that the talks are in an early stage and may not lead tâ€¦ [+3546 chars]",SiliconANGLE News,Maria Deutscher,https://siliconangle.com/2025/06/20/report-apple-held-internal-discussions-acquiring-perplexity/,2025-06-20T23:42:00Z,newsapi,ART_20250619_1,,
20-06-2025,Apple execs may be newly considering buying AI firm Perplexity,"Perhaps in an acquihire to boost search, or to improve Siri, Apple executives have reportedly recently discussed buying or partnering with AI startup Perplexity.
The two executives linked to discussâ€¦ [+2064 chars]",AppleInsider,news@appleinsider.com (Mike Wuerthele),https://appleinsider.com/articles/25/06/20/apple-execs-may-be-newly-considering-buying-ai-firm-perplexity,2025-06-20T21:55:02Z,newsapi,ART_20250619_11,,
20-06-2025,Report: Apple held internal talks about acquiring AI search startup Perplexity,"As Apple scrambles to play catch-up in the generative AI race, a new report says the company has considered making its biggest acquisition ever.
According to Bloomberg, Apple executives have held inâ€¦ [+2634 chars]",9to5Mac,Marcus Mendes,https://9to5mac.com/2025/06/20/report-apple-held-internal-talks-about-acquiring-perplexity/,2025-06-20T21:46:32Z,newsapi,ART_20250619_12,,
20-06-2025,Apple eyes generative AI to speed up custom chip design: Report,"Tech giant Apple Inc. is reportedly considering using artificial intelligence to help speed up the design of the custom chips that power its devices.Â 
At a speech last month at the ITF World Confereâ€¦ [+2295 chars]",Cointelegraph,Cointelegraph by Martin Young,https://cointelegraph.com/news/apple-mulls-ai-quickly-design-chips-report,2025-06-20T05:17:29Z,newsapi,ART_20250619_133,,
20-06-2025,INVESTOR NOTICE: Apple Inc. (AAPL) Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit - Robbins Geller,"SAN DIEGO, June 20, 2025 (GLOBE NEWSWIRE) -- The law firm of Robbins Geller Rudman &amp; Dowd LLP announces that purchasers or acquirers of Apple Inc. (NASDAQ: AAPL) securities between June 10, 2024 â€¦ [+5849 chars]",GlobeNewswire,Robbins Geller Rudman & Dowd LLP,https://www.globenewswire.com/news-release/2025/06/20/3102972/0/en/INVESTOR-NOTICE-Apple-Inc-AAPL-Investors-with-Substantial-Losses-Have-Opportunity-to-Lead-Class-Action-Lawsuit-Robbins-Geller.html,2025-06-20T22:15:00Z,newsapi,ART_20250619_9,,
20-06-2025,Apple Inc. (NASDAQ:AAPL) is Montchanin Asset Management LLCâ€™s Largest Position,"Montchanin Asset Management LLC trimmed its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 6.8% in the 4th quarter, according to the company in its most recent disclosure with the SEâ€¦ [+6858 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/apple-inc-nasdaqaapl-is-montchanin-asset-management-llcs-largest-position/,2025-06-20T07:12:51Z,newsapi,ART_20250619_125,,
20-06-2025,"Early July 4 Apple Deals: Score the Lowest Prices on MacBooks, AirPods and More","Apple makes some of the most popular smartphones,Â laptops, smartwatches and earbuds, but Apple products do come with a hefty price tag. That's whyÂ Fourth of July salesÂ are an excellent time to shop fâ€¦ [+3459 chars]",CNET,Aashna Gheewalla,https://www.cnet.com/deals/july-4-apple-deals-2025/,2025-06-20T21:02:21Z,newsapi,ART_20250619_20,,
20-06-2025,"16 billion passwords for Google, Apple, Facebook leaked in massive data breach, report says","{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why might the Fed cut interest rates in July? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Trumps Iran decisiâ€¦ [+688 chars]",Biztoc.com,axios.com,https://biztoc.com/x/52a13692b80d5f66,2025-06-20T17:43:15Z,newsapi,ART_20250619_47,,
20-06-2025,"Deals: 48GB M4 Pro MacBook Pro $400 off, M4 Mac mini $150 off, 25W MagSafe charger, AirPods, more","Alongside an ongoing all-time low on the base model M4 Mac mini at $469 and a $150 price drop on the 24GB model, we are also now tracking the mid-range 512GB variant down at the $689 Amazon low. Overâ€¦ [+7795 chars]",9to5Mac,Justin Kahn,https://9to5mac.com/2025/06/20/deals-m4-pro-macbook-pro-m4-mac-mini-25w-magsafe-charger/,2025-06-20T15:44:30Z,newsapi,ART_20250619_65,,
20-06-2025,Why Apple Must Buy Perplexity,"Tim Cook ought to callÂ Perplexity CEO Aravind Srinivas and offer him $30 billion for his AI search engine. And he should do it right away.
Apple buying Perplexity is such an obviously good deal for â€¦ [+4086 chars]",TheWrap,Alex Kantrowitz,https://www.thewrap.com/why-apple-must-buy-perplexity/,2025-06-20T15:42:26Z,newsapi,ART_20250619_66,,
20-06-2025,Apple Faces Class Action Lawsuit Over Crypto Scam App on App Store,"Apple is under legal fire for allegedly allowing a fake cryptocurrency trading app, Swiftcrypt, to appear on its App Store. A class action lawsuit filed in the Northern District of California claims â€¦ [+2995 chars]",The Mac Observer,Rajat Saini,https://www.macobserver.com/news/apple-faces-class-action-lawsuit-over-crypto-scam-app-on-app-store/,2025-06-20T00:36:13Z,newsapi,ART_20250619_142,,
20-06-2025,"Apple execs held internal talks about acquiring Perplexity AI, Bloomberg says","Earnings calls, analyst events, roadshows and more",Thefly.com,NA,https://thefly.com/permalinks/entry.php/id4148265/AAPL-Apple-execs-held-internal-talks-about-acquiring-Perplexity-AI-Bloomberg-says,2025-06-20T22:20:23Z,newsapi,ART_20250619_8,,
20-06-2025,"QRG Capital Management Inc. Raises Stake in Apple Hospitality REIT, Inc. (NYSE:APLE)","QRG Capital Management Inc. lifted its stake in Apple Hospitality REIT, Inc. (NYSE:APLE â€“ Free Report) by 3.1% during the first quarter, according to the company in its most recent Form 13F filing wiâ€¦ [+5228 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/qrg-capital-management-inc-raises-stake-in-apple-hospitality-reit-inc-nyseaple/,2025-06-20T08:36:52Z,newsapi,ART_20250619_108,,
20-06-2025,Ameriflex Group Inc. Takes Position in Apple Inc. (NASDAQ:AAPL),"Ameriflex Group Inc. acquired a new stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) in the 4th quarter, according to the company in its most recent filing with the Securities and Exchange Commission â€¦ [+6798 chars]",ETF Daily News,MarketBeat News,https://www.etfdailynews.com/2025/06/20/ameriflex-group-inc-takes-position-in-apple-inc-nasdaqaapl/,2025-06-20T07:48:49Z,newsapi,ART_20250619_115,,
